nombre,domicilio,colonia,alcaldia,latitud,longitud
PREESCOLAR GENERAL - LA PASTORA,"CUAUHTEMOC Y MOCTEZUMA, LA PASTORA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PASTORA,GUSTAVO A. MADERO,19.52374199496,-99.13728835152
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 55  M","IRIS S/N, JARDINES DE COYOACAN, DELEGACION COYOACAN, MEXICO DF.",JARDINES DE COYOACAN (FRACC),COYOACAN,19.313408999971,-99.1262960001409
PRIMARIA GENERAL - CARMEN SERDAN ALATRISTE,"CALZ DE TLALPAN NO 1728, COUNTRY CLUB CHURUBUSCO, DELEGACION COYOACAN, MEXICO DF.",COUNTRY CLUB,COYOACAN,19.35391899986269,-99.14439699978982
PREESCOLAR GENERAL - DOLORES GUERRERO,"BELISARIO DOMINGUEZ Y AV MEXICO, COYOACAN, DELEGACION COYOACAN, MEXICO DF.",DEL CARMEN,COYOACAN,19.35115900471666,-99.1649691853832
PREESCOLAR GENERAL - FRANCISCO GABILONDO SOLER,"RETORNO 1 AV.INGENIEROS MILITARES S/N, NIDAD HAB LOMAS DE SOTELO, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
SECUNDARIA GENERAL - IGNACIO MANUEL ALTAMIRANO,"CARLOS B ZETINA NO 109 ESQ MARTI, ESCANDON, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - VICENTE GUERRERO,"MINA NO 5, PUEBLO SAN MATEO TLALTENANGO, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,19.34257000006414,-99.28254800008784
PREESCOLAR GENERAL - ACAXOCHITL,"JOHN F. KENNEDY S/N, COLONIA AMPLIACION PRESIDENTES, DELEGACION ALVARO OBREGON, MEXICO DF.",PRESIDENTES 1RA (AMPL),ALVARO OBREGON,19.37545455352501,-99.22482768786726
PRIMARIA GENERAL - GUADALUPE VICTORIA,"FELIPE VILLANUEVA NO 18, COLONIA GUADALUPE INN, DELEGACION ALVARO OBREGON, MEXICO DF",GUADALUPE INN,ALVARO OBREGON,19.35983439807186,-99.18728960207297
PRIMARIA GENERAL - REPUBLICA DE HUNGRIA,"GLORIA Y GIRASOL, JUAN GONZALEZ ROMERO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",JUAN GONZALEZ ROMERO,GUSTAVO A. MADERO,19.50610570423,-99.08935267422
PRIMARIA GENERAL - JUAN ESCUTIA,"EL BALCON S/N, COLONIA TETELPAN, DELEGACION ALVARO OBREGON, MEXICO DF.",TETELPAN (PBLO),ALVARO OBREGON,19.34430499994365,-99.22605199994706
PRIMARIA GENERAL - MTRA. GUADALUPE NUÑEZ Y PARRA,"CALZ MISTERIOS NO 795, GUSTAVO A. MADERO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.48430999987,-99.11907799989
PRIMARIA GENERAL - ALFONSO PRUNEDA,"AV IXTACALA Y EJE 1 PONIENTE, SANTA ROSA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SANTA ROSA,GUSTAVO A. MADERO,19.52786253717,-99.17004175905
PRIMARIA GENERAL - PROFRA. AURORA LOPEZ VELARDE BERUMEN,"PERIFERICO SUR NO 7666, GRANJAS COAPA, DELEGACION TLALPAN, MEXICO DF.",COAPA-VILLA CUEMANCO,TLALPAN,19.29161699978,-99.11022699979
PREESCOLAR GENERAL - MIGUEL HIDALGO,"AV DE LAS TORRES Y JESUS LECUONA, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.",AMPLIACION MIGUEL HIDALGO 2A SECC,TLALPAN,19.2853153119,-99.1958899799
SECUNDARIA GENERAL - JUVENTINO ROSAS CADENAS,"TARASCOS FRENTE A CHONTALES, TLALCOLIGIA, DELEGACION TLALPAN, MEXICO DF.",TLALCOLIGIA,TLALPAN,19.27668839314,-99.17415839564
ESCUELA SECUNDARIA TECNICA 40,"AV DEL RIEGO S/N, VILLA COAPA, DELEGACION TLALPAN, MEXICO DF.",NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),TLALPAN,19.2932623039,-99.11894767246
PRIMARIA GENERAL - JUAN JACOBO ROUSSEAU,"IZTACCIHUATL Y LOS PINOS NO 90, LA PRADERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PRADERA,GUSTAVO A. MADERO,19.4794399999,-99.06680300003
PREESCOLAR GENERAL - SILVINA JARDON,"PRIVADA ROSAS MORENO NO 15, SANTIAGO AHUIZOTLA, DELEGACION AZCAPOTZALCO, MEXICO DF.",SANTIAGO AHUIZOTLA (PBLO),AZCAPOTZALCO,19.4796350000068,-99.21237800031832
ESCUELA SECUNDARIA TECNICA 85,"CAMINO A CUAUTEPEC Y CHALMITA, EL ARBOLILLO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",JORGE NEGRETE,GUSTAVO A. MADERO,19.527051999919,-99.1421249999
PREESCOLAR GENERAL - AMANTECATL,"DEMOCRACIAS NO 46, PUEBLO SAN MIGUEL AMANTLA, DELEGACION AZCAPOTZALCO, MEXICO DF.",SAN  MIGUEL AMANTLA (PBLO),AZCAPOTZALCO,19.47398499996309,-99.20483399994512
PRIMARIA GENERAL - SANTIAGO R. DE LA VEGA,"PROLG BOLIVAR NO 1101, PERIODISTAS, DELEGACION BENITO JUAREZ, MEXICO DF..",PERIODISTA FRANCISCO ZARCO,BENITO JUAREZ,19.38240500011318,-99.14613300003704
PRIMARIA GENERAL - MARTIRES DE LA LIBERTAD,"AV AZCAPOTZALCO NO 574, AZCAPOTZALCO, DELEGACION AZCAPOTZALCO, MEXICO DF.",CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,19.47928700008749,-99.1871100002866
PRIMARIA GENERAL - VIDAL RIVERO,"PROLG CIPRES NO 601, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF.",ARENAL,AZCAPOTZALCO,19.46751955571641,-99.15429328087536
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 40  M","MELCHOR OCAMPO NO  1, SANTO TOMAS AJUSCO, DELEGACION TLAHUAC, MEXICO DF.",SANTO TOMAS AJUSCO (PBLO),TLALPAN,19.21983599994,-99.20532800004
PREESCOLAR GENERAL - CADI JUAN N. ALVAREZ,"AV. RIO CHURUBUSCO ESQ. CANELA S/N, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF.",GRANJAS MEXICO II,IZTACALCO,19.39744806835,-99.09834836676
PRIMARIA GENERAL - ROBERTO MEDELLIN,"AV EMILIANO ZAPATA NO 30, PUEBLO SAN NICOLAS TETELCO, DELEGACION TLAHUAC, MEXICO DF.",SAN NICOLAS TETELCO (PBLO),TLAHUAC,19.21782000018,-98.97226399994
PREESCOLAR GENERAL - SUSAN BLUW GRIMSLY,"CALLE UNO NO 181, PANTITLAN, DELEGACION IZTACALCO, MEXICO DF.",PANTITLAN III,IZTACALCO,19.41435100021,-99.06866300002
PRIMARIA GENERAL - CALTLAMACHTILLI,"NITLA NO 24, TLAZINTLA, DELEGACION IZTACALCO, MEXICO DF.",TLAZINTLA,IZTACALCO,19.39669600004,-99.11159600004
PRIMARIA GENERAL - SUSANA IRMA HERRERA MASCORRO,"RODOLFO MENDEZ NO 3, AMPL GABRIEL HERNANDEZ, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",GABRIEL HERNANDEZ (AMPL) II,GUSTAVO A. MADERO,19.50588799994,-99.09999800007
PRIMARIA GENERAL - GABINO BARREDA,"ALHONDIGA Y SOLEDAD, CENTRO, DELEGACION CUAUHTEMOC, MEXICO DF.",CENTRO VII,CUAUHTEMOC,19.43094000012754,-99.1272910000778
PREESCOLAR GENERAL - MIGUEL E. SCHULTZ,"JOSE T. CUELLAR NO 176, VISTA ALEGRE, DELEGACION CUAUHTEMOC, MEXICO DF.",OBRERA I,CUAUHTEMOC,19.4168239996579,-99.1411779996381
PRIMARIA GENERAL - REPUBLICA DE JAMAICA,"JACARANDAS S/N, COLONIA EL PIRUL, DELEGACION ALVARO OBREGON, MEXICO DF.",EL PIRUL,ALVARO OBREGON,19.37936900017684,-99.24056999999095
PREESCOLAR GENERAL - ELENA ZAPATA,"CEDRO NO 205, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF.",SANTA MARIA LA RIBERA II,CUAUHTEMOC,19.45024900015921,-99.16190999998427
PREESCOLAR GENERAL - CENTENARIO DE LA HEROICA ESCUELA NAVAL MILITAR,"CANAL NACIONAL S/N UNIDAD MILITAR NAVAL, GRANJAS COAPA, DELEGACION TLAHUAC, MEXICO DF.",HUESO PERIFERICO-ISSSFAM NO. 7 (U HABS),TLALPAN,19.298663327264,-99.10106723281
PREESCOLAR GENERAL - KALLINPILTONTLI,"V.C. Y A. BONFIL MZA 110 B LTE 813 B, AMPLIACION MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.",AMPLIACION MIGUEL HIDALGO 2A SECC,TLALPAN,19.27828100003,-99.20196899986
PREESCOLAR GENERAL - AÑO INTERNACIONAL DEL NIÑO,"HDA SAN NICOLAS TOLENTINO S/N, PRADO COAPA, DELEGACION TLALPAN, MEXICO DF.",PRADO COAPA 3A SECCION-POTRERO ACOXPA,TLALPAN,19.293344999997,-99.13559599999
PRIMARIA GENERAL - RICARDO GOMEZ,"AV MEXICO NO 19, COLONIA TIZAPAN, DELEGACION ALVARO OBREGON, MEXICO DF",LA OTRA BANDA,ALVARO OBREGON,19.33788799994402,-99.19303899983056
SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"EMILIANO ZAPATA Y G GUERRA, CUAUTEPEC DE MADERO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",ZONA ESCOLAR ORIENTE,GUSTAVO A. MADERO,19.53755846582,-99.14180953366
PRIMARIA GENERAL - MELCHOR OCAMPO,"AV LAZARO CARDENAS S/N, CUAUTEPEC BARRIO BAJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA CANDELARIA TICOMAN (BARR),GUSTAVO A. MADERO,19.52098899991,-99.1329530001
SECUNDARIA GENERAL - PONCIANO ARRIAGA,"AV MICHOACAN S/N, CHALMA DE GUADALUPE, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",CHALMA DE GUADALUPE I,GUSTAVO A. MADERO,19.55286099994,-99.15005399997
PRIMARIA GENERAL - ANDRES IDUARTE,"AV ACUEDUCTO NO 1042, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA LAGUNA TICOMAN (BARR),GUSTAVO A. MADERO,19.51661800009,-99.12653200014
ESCUELA SECUNDARIA TECNICA 82,"FELIPE ANGELES Y JERONIMO DE LAS CASAS, ARBOLEDAS DE CUAUTEPEC EL ALTO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",PALMATITLA,GUSTAVO A. MADERO,19.55349999995,-99.13252200002
PRIMARIA GENERAL - CARLOS MARX,"CAMINO REAL DE SAN MARTIN S/N, PUEBLO SANTA BARBARA, DELEGACION AZCAPOTZALCO, MEXICO DF.",SAN MARTIN XOCHINAHUAC (PBLO),AZCAPOTZALCO,19.49852699991352,-99.19247899989288
PRIMARIA GENERAL - NARCISO BASSOLS,"MATEMATICAS S/N,  UNIDAD INFONAVIT EL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF.",EL ROSARIO A (U HAB),AZCAPOTZALCO,19.51204899999884,-99.2082779999399
PREESCOLAR GENERAL - ANGEL MARIA GARIBAY KINTANA,"EJE 5 NORTE Y AV. DE LAS CULTURAS, SAN MARTIN XOCHINAHUAC, DELEGACION AZCAPOTZALCO, MEXICO DF.",EL ROSARIO A (U HAB),AZCAPOTZALCO,19.50867588516427,-99.20799633383382
PRIMARIA GENERAL - EMPERADOR CUITLAHUAC,"ESTACION PANTACO Y MANZANA 3 S/N, UNIDAD CUITLAHUAC, DELEGACION AZCAPOTZALCO, MEXICO DF.",SAN FRANCISCO TETECALA (PBLO),AZCAPOTZALCO,19.47946600018419,-99.18989400003582
ESCUELA SECUNDARIA TECNICA 74,"AV JUAN ALVAREZ Y CDA MARTIN CARRERA S/N, CAMPAMENTO 2 DE OCTUBRE, DELEGACION IZTACALCO, MEXICO DF.",CAMPAMENTO 2 DE OCTUBRE II,IZTACALCO,19.38557814066,-99.1196075122
SECUNDARIA GENERAL - SOR JUANA INES DE LA CRUZ,"SUR 103 NO 1034, AERONAUTICA MILITAR, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",EL PARQUE,VENUSTIANO CARRANZA,19.42260600016,-99.11656200022
PREESCOLAR GENERAL - AMPARO SOLIS PAYAN,"LAUREL NO 10, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF.",SANTA MARIA LA RIBERA I,CUAUHTEMOC,19.45354600094668,-99.15969199930576
PRIMARIA GENERAL - ESTADO DE DURANGO,"FCO GONZALEZ BOCANEGRA NO 74, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF.",MORELOS III,CUAUHTEMOC,19.44616899969259,-99.13444999997988
PRIMARIA GENERAL - RAFAEL RAMOS PEDRUEZA,"DOCTOR FORTUNATO 226, DOCTORES, DELEGACION CUAUHTEMOC, MEXICO DF.",DOCTORES II,CUAUHTEMOC,19.41792300018709,-99.14838299997992
PRIMARIA GENERAL CON SERVICIO ASISTENCIAL - ESCUELA DE PARTICIPACION SOCIAL NUMERO 6,"JOSE ANTONIO TORRES NO 745, ASTURIAS, DELEGACION CUAUHTEMOC, MEXICO DF.",ASTURIAS,CUAUHTEMOC,19.40390500004364,-99.13435799997082
PRIMARIA GENERAL - JOSE GOROSTIZA,"FELIX U GOMEZ NO 36, GUERRERO, DELEGACION CUAUHTEMOC, MEXICO DF.",GUERRERO I,CUAUHTEMOC,19.44883800001058,-99.13989700006545
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - CARLOTA DE GORTARI CARBAJAL,"CALLE DE CHICLE NO 179, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF.",GRANJAS MEXICO I,IZTACALCO,19.401879000061,-99.10729499994
PRIMARIA GENERAL - PRIMARIA GENERAL,"PROLG PLOMEROS S/N, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",MICHOACANA,VENUSTIANO CARRANZA,19.44783448508,-99.11609683642
PRIMARIA GENERAL - CONSTITUYENTE CELESTINO PEREZ Y PEREZ,"AV.SENTIMIENTO A LA NACION S/N, UNIDAD HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.",ERMITA ZARAGOZA (U HAB) II,IZTAPALAPA,19.36746600034,-99.00132299984
PRIMARIA GENERAL - TLILALPACATL,"AV. MEXICO NO.6, PUEBLO ACULCO, DELEGACION IZTAPALAPA, MEXICO DF.",ACULCO (PBLO),IZTAPALAPA,19.37172999986,-99.10458900013
SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 71,"AV. 414 A Y CALLE 1537 Y 1543, U SAN JUAN DE ARAGON 6A SECCION, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO,19.46656652116,-99.06342504375
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - PROFRA. MA. PATIÑO VDA DE OLMEDO,"MIRADOR S/N, AMPLIACION TEPEPAN, DELEGACION XOCHIMILCO, MEXICO DF.",TEPEPAN (AMPL),XOCHIMILCO,19.26277199983,-99.13045199992
PRIMARIA GENERAL - PROFRA. ISABEL ROBLES ESPEJEL,"AV FRANCISCO J MACIN S/N, UNIDAD HAB CTM, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",CTM EL RISCO (U HAB),GUSTAVO A. MADERO,19.5116240001,-99.09905599997
PRIMARIA GENERAL - NEPAL,"CALLE 509 PLAZA 3, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN DE ARAGON 1A SECCION (U HAB) I,GUSTAVO A. MADERO,19.454826999551,-99.09609000022
PREESCOLAR GENERAL - TLACOQUEMECATL,NA,NARVARTE IV,BENITO JUAREZ,19.39418900025015,-99.15114600016342
PREESCOLAR GENERAL - GUILLERMO GRIMM,"1RA DE MODESTO LECHUGA S/N, UNIDAD HAB VICENTE GUERRERO, DELEGACION IZTAPALAPA, MEXICO DF.",VICENTE GUERRERO SUPER MANZANA 6 (U HAB),IZTAPALAPA,19.35393000023,-99.05554100032
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CAM 51","AV BENITO JUAREZ S/N, MIXCOATL, DELEGACION IZTAPALAPA, MEXICO DF.",MIXCOATL,IZTAPALAPA,19.32526953687,-99.05032172431
PREESCOLAR GENERAL - HEROES DE CHURUBUSCO,"JORGE ENCISO NO 1303, HEROES DE CHURUBUSCO, DELEGACION IZTAPALAPA, MEXICO DF.",MEXICALTZINGO (PBLO),IZTAPALAPA,19.35960300033,-99.11978099977
PRIMARIA GENERAL - VILLA ESTRELLA,"CAM CERRO DE LA ESTRELLA NO.4, EL SANTUARIO, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA MARIA DEL MONTE,IZTAPALAPA,19.35165710648,-99.09164762527
PRIMARIA GENERAL - MITLA,"AREA DE SERVICIOS DE LA MZ.4, EL MOLINO IATAPALAPA, DELEGACION IZTAPALAPA, MEXICO DF.",EL MOLINO_,IZTAPALAPA,19.35471487617,-99.08949697794
SECUNDARIA GENERAL - PRESIDENTES DE MEXICO,"CANAL DE PANAMA Y JAIME NUNO, INSURGENTES, DELEGACION IZTAPALAPA, MEXICO DF.",LAS PEAS I,IZTAPALAPA,19.3333256022,-99.05082317478
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 95","COMERCIO NO  43, PUEBLO STA CRUZ XOCHITEPEC, DELEGACION XOCHIMILCO, MEXICO DF.",SANTA CRUZ XOCHITEPEC (PBLO),XOCHIMILCO,19.25936200015,-99.13041200001
SECUNDARIA GENERAL - DIEGO RIVERA,"CDA POPOCATEPETL NO 56, PUEBLO DE XOCO, DELEGACION BENITO JUAREZ, MEXICO DF..",XOCO,BENITO JUAREZ,19.36465721669221,-99.16710926790071
PRIMARIA GENERAL - MAESTRO ERNESTO ALCONEDO,"ADOLFO PRIETO NO 1365, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF..",TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,19.37724899991993,-99.17156999990654
SECUNDARIA GENERAL - ERMILO ABREU GOMEZ,"AV MANUEL SALAZAR Y FRANCISCO SARABIA, PROVIDENCIA, DELEGACION AZCAPOTZALCO, MEXICO DF.",PROVIDENCIA,AZCAPOTZALCO,19.4898712916714,-99.2080303210458
ESCUELA SECUNDARIA TECNICA 38,"PROL SABINO ESQ CALLE 4, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF.",DEL GAS (AMPL),AZCAPOTZALCO,19.46716100019215,-99.15606600002182
TELESECUNDARIA 71,"TLAHUICAS Y TOTONACAS, TEZOZOMOC, DELEGACION AZCAPOTZALCO, MEXICO DF.",TEZOZOMOC,AZCAPOTZALCO,19.48982900028281,-99.19752000017353
PREESCOLAR GENERAL - JOSEFINA RAMOS DEL RIO,"4TO. CALLEJON DEL NOPAL NO 11, ATLAMPA, DELEGACION CUAUHTEMOC, MEXICO DF.",ATLAMPA,CUAUHTEMOC,19.45811099998664,-99.1513439995397
PREESCOLAR GENERAL - BERTHA DOMINGUEZ,"H. DE GRANADITAS Y TENOCHTITLAN, MORELOS, DELEGACION CUAUHTEMOC, MEXICO DF.",CENTRO I,CUAUHTEMOC,19.44308226311182,-99.1297470507436
PRIMARIA GENERAL - MAESTRO FRANCISCO MONTES DE OCA,"CAMPECHE NO 304, HIPODROMO, DELEGACION CUAUHTEMOC, MEXICO DF.",HIPODROMO I,CUAUHTEMOC,19.40815799999056,-99.17159199989904
PRIMARIA GENERAL - HORACIO MANN,"ABRAHAM GONZALEZ NO 151, JUAREZ, DELEGACION CUAUHTEMOC, MEXICO DF.",JUAREZ,CUAUHTEMOC,19.42917590733542,-99.15396489250362
PRIMARIA GENERAL - MAESTRO JULIAN CARRILLO,"CARUSO NO 98, PERALVILLO, DELEGACION CUAUHTEMOC, MEXICO DF.",PERALVILLO II,CUAUHTEMOC,19.46065399998276,-99.13243400004217
SECUNDARIA GENERAL - FRANCISCO ZARCO,"H CONGRESO DE LA UNION Y STAND DE TIRO, MERCED BALBUENA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",EL PARQUE,VENUSTIANO CARRANZA,19.42419258725,-99.11983618111
PRIMARIA GENERAL - MARIA ENRIQUETA CAMARILLO,"ANDADOR PONCE DE LEON NO.58, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.",ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA,19.365758999951,-99.0023289999
SECUNDARIA GENERAL - LIBRADO RIVERA GODINEZ,"BATALLA DE OJITOS S/N, U HAB EJERCITO DE OTE II ISSSTE, DELEGACION IZTAPALAPA, MEXICO DF.",ALVARO OBREGON_(FRACC),IZTAPALAPA,19.3763479998,-99.03716099994
PRIMARIA GENERAL - ROSARIO MA. GUTIERREZ ESKILDSEN,"GERMANIO NO.98 Y SILICIO, EL MANTO, DELEGACION IZTAPALAPA, MEXICO DF.",SAN JUAN CERRO (PJE),IZTAPALAPA,19.34644800026,-99.08156200001
PRIMARIA GENERAL - REPUBLICA DE INDONESIA,"CATARROJA NO.78, CERRO DE LA ESTRELLA, DELEGACION IZTAPALAPA, MEXICO DF.",CERRO DE LA ESTRELLA I,IZTAPALAPA,19.32589000003,-99.07357800005
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - AYAQUEMETL,"MORELOS ESQ MONTERREY, EMILIANO ZAPATA 2A SECCION, DELEGACION TLAHUAC, MEXICO DF.",EMILIANO ZAPATA 2A,TLAHUAC,19.20777234495,-98.96875149592
PRIMARIA GENERAL - INGENIERO JUAN DE DIOS BATIZ,"AV DE LA CIMA Y RIO SAN JAVIER, CONJ HAB ACUEDUCTO DE GUADALUPE, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",ACUEDUCTO DE GUADALUPE (U HAB),GUSTAVO A. MADERO,19.52500581041,-99.14584608352
PRIMARIA GENERAL - PROFR. LAUREANO JIMENEZ Y CORIA,"AV MIGUEL BERNARD NO 41, BARRIO LA PURISIMA TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PURISIMA TICOMAN (BARR),GUSTAVO A. MADERO,19.51341500004,-99.14164299954
PREESCOLAR GENERAL - LEONA VICARIO,"NORTE 13 A NO 5331, NUEVA VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",NUEVA VALLEJO,GUSTAVO A. MADERO,19.48637100037,-99.1451860001
PREESCOLAR GENERAL - ADOLFO RUIZ CORTINEZ,"TEJAMANIL Y ZIHUATLAN, PEDREGAL DE SANTO DOMINGO, DELEGACION COYOACAN, MEXICO DF.",PEDREGAL DE STO DOMINGO VII,COYOACAN,19.3186146479079,-99.17002100000964
PREESCOLAR GENERAL - FRIDA KAHLO,"1A. CDA. DE LEGARIA NO 29, TORRE BLANCA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - KALPILLI,"LIC L CASTILLO LEDON NO 121, CUAJIMALPA, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.36060799995027,-99.29727699993356
PREESCOLAR GENERAL - GABINO A PALMA,"CONCORDIA S/N, CHIMALPA, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",SAN PABLO CHIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.35093599988664,-99.31828999997892
ESCUELA SECUNDARIA TECNICA 78,"CAMPO MOLUCO ESQUINA CAMPO VERDE, SAN BARTOLO CACAHUALTONGO, DELEGACION AZCAPOTZALCO, MEXICO DF.",SAN ANTONIO (FRACC),AZCAPOTZALCO,19.479877999937,-99.2044780000151
SECUNDARIA GENERAL - REPUBLICA DEMOCRATICA ALEMANA,"LATONEROS NO 107, TRABAJADORES DEL HIERRO, DELEGACION AZCAPOTZALCO, MEXICO DF.",TRABAJADORES DEL HIERRO,AZCAPOTZALCO,19.47934721134488,-99.15086652311903
PREESCOLAR GENERAL - ITZEL LUCERO,"AV. XOCOYOTE S/N ENTRE XANES Y XALPATLAH, ARENAL 4A SECC, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",EL ARENAL 4A SECCION,VENUSTIANO CARRANZA,19.43108553659,-99.05816596448
PRIMARIA GENERAL - GRAL. FRANCISCO J. MUJICA,"ROMAN LUGO Y ERNESTO P URUCHURTU, ADOLFO LOPEZ MATEOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",ADOLFO LOPEZ MATEOS,VENUSTIANO CARRANZA,19.42197695806,-99.07188462917
PRIMARIA GENERAL - DR. MIGUEL SILVA,"AV EDUARDO MOLINA NO 43, 20 DE NOVIEMBRE, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",MICHOACANA,VENUSTIANO CARRANZA,19.44595500049,-99.11182600006
PRIMARIA GENERAL - PROFR. CALIXTO ANTONIO RODRIGUEZ FLORES,"CALLE 28 B Y AV CENTRAL, SAN JOSE DE LA ESCALERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JOSE DE LA ESCALERA,GUSTAVO A. MADERO,19.52667939449,-99.16583939049
"INTERVENCION TEMPRANA, PREESCOLAR, PRIMARIA Y CAPACITACION LABORAL ESPECIAL - CENTRO DE ATENCION MULTIPLE 39","MORAS 634, DEL VALLE, DELEGACION BENITO JUAREZ, MEXICO DF..",DEL VALLE VII,BENITO JUAREZ,19.36883599977815,-99.17499600000316
SECUNDARIA GENERAL - SECUNDARIA FEDERAL,"CALLE DE VIENA NUM. 121-B, EL CARMEN, DELEGACION COYOACAN, MEXICO DF.",DEL CARMEN,COYOACAN,19.35665699977104,-99.1621059997599
PRIMARIA GENERAL - MAO TSE TUNG,"SANTOS DEGOLLADO NO 16, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF.",CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,19.383290139869,-99.11342818314
ESCUELA SECUNDARIA TECNICA 118,"CALLE EMILIANO ZAPATA S/N, BOSQUE RESIDENCIAL DEL SUR, DELEGACION XOCHIMILCO, MEXICO DF.",SAN LORENZO,XOCHIMILCO,19.2780841171,-99.12464290848
PRIMARIA GENERAL - INDEPENDENCIA ECONOMICA DE MEXICO,"AV DIAZ ORDAZ S/N, SAN JUAN MOYOTEPEC, DELEGACION XOCHIMILCO, MEXICO DF.",SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,19.25800200022,-99.06413200011
ESCUELA SECUNDARIA DIURNA NO 326,"VOLCAN JORULLO Y COFRE DE PEROE, LA PRADERA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PRADERA,GUSTAVO A. MADERO,19.4753260003,-99.06672500001
